image_id,filename,image_path,label,class_name
1001,1001.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1001.jpg,0,pubescent_bamboo
1002,1002.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1002.jpg,0,pubescent_bamboo
1003,1003.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1003.jpg,0,pubescent_bamboo
1004,1004.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1004.jpg,0,pubescent_bamboo
1005,1005.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1005.jpg,0,pubescent_bamboo
1006,1006.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1006.jpg,0,pubescent_bamboo
1007,1007.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1007.jpg,0,pubescent_bamboo
1008,1008.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1008.jpg,0,pubescent_bamboo
1009,1009.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1009.jpg,0,pubescent_bamboo
1010,1010.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1010.jpg,0,pubescent_bamboo
1011,1011.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1011.jpg,0,pubescent_bamboo
1012,1012.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1012.jpg,0,pubescent_bamboo
1013,1013.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1013.jpg,0,pubescent_bamboo
1014,1014.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1014.jpg,0,pubescent_bamboo
1015,1015.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1015.jpg,0,pubescent_bamboo
1016,1016.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1016.jpg,0,pubescent_bamboo
1017,1017.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1017.jpg,0,pubescent_bamboo
1018,1018.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1018.jpg,0,pubescent_bamboo
1019,1019.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1019.jpg,0,pubescent_bamboo
1020,1020.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1020.jpg,0,pubescent_bamboo
1021,1021.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1021.jpg,0,pubescent_bamboo
1022,1022.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1022.jpg,0,pubescent_bamboo
1023,1023.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1023.jpg,0,pubescent_bamboo
1024,1024.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1024.jpg,0,pubescent_bamboo
1025,1025.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1025.jpg,0,pubescent_bamboo
1026,1026.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1026.jpg,0,pubescent_bamboo
1027,1027.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1027.jpg,0,pubescent_bamboo
1028,1028.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1028.jpg,0,pubescent_bamboo
1029,1029.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1029.jpg,0,pubescent_bamboo
1030,1030.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1030.jpg,0,pubescent_bamboo
1031,1031.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1031.jpg,0,pubescent_bamboo
1032,1032.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1032.jpg,0,pubescent_bamboo
1033,1033.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1033.jpg,0,pubescent_bamboo
1034,1034.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1034.jpg,0,pubescent_bamboo
1035,1035.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1035.jpg,0,pubescent_bamboo
1036,1036.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1036.jpg,0,pubescent_bamboo
1037,1037.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1037.jpg,0,pubescent_bamboo
1038,1038.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1038.jpg,0,pubescent_bamboo
1039,1039.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1039.jpg,0,pubescent_bamboo
1040,1040.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1040.jpg,0,pubescent_bamboo
1041,1041.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1041.jpg,0,pubescent_bamboo
1042,1042.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1042.jpg,0,pubescent_bamboo
1043,1043.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1043.jpg,0,pubescent_bamboo
1044,1044.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1044.jpg,0,pubescent_bamboo
1045,1045.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1045.jpg,0,pubescent_bamboo
1046,1046.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1046.jpg,0,pubescent_bamboo
1047,1047.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1047.jpg,0,pubescent_bamboo
1048,1048.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1048.jpg,0,pubescent_bamboo
1049,1049.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1049.jpg,0,pubescent_bamboo
1050,1050.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1050.jpg,0,pubescent_bamboo
